"","Acadi","American Samo","Arche","Badland","Big Ben","Biscayn","Black Canyon of the Gunniso","Bryce Canyo","Canyonland","Capitol Ree","Carlsbad Caverns","Channel Island","Congare","Crater Lak","Cuyahoga Valle","Death Valle","Denal","Dry Tortuga","Everglade","Gates of the Arcti","Gateway Arc","Glacie","Glacier Ba","Grand Canyon","Grand Teto","Great Basi","Great Sand Dune","Great Smoky Mountain","Guadalupe Mountain","Haleakal","Hawaiʻi Volcanoe","Hot Spring","Isle Royal","Joshua Tre","Katma","Kenai Fjord","Kings Canyo","Kobuk Valle","Lake Clar","Lassen Volcani","Mammoth Cav","Mesa Verde","Mount Rainie","North Cascade","Olympi","Petrified Fores","Pinnacle","Redwood","Rocky Mountai","Saguar","Sequoi","Shenandoa","Theodore Roosevel","Virgin Island","Voyageur","Wind Cav","Wrangell–St. Elias","Yellowston","Yosemite","Zio"
"Rocky Mountai",3081.82607182595,9029.58769993082,392.514921330445,450.945611855538,1255.05524796494,2872.65628196871,274.163669129397,652.213325459877,447.631038359296,540.373580582422,918.939929554934,1416.13206276185,2314.88182205649,1401.92444900539,2022.9440343909,1084.88320804312,3876.84476587934,2744.1413330672,2833.08518084179,4174.18257391391,1336.21388347861,1146.58409022114,2991.08151126055,749.263544083195,568.533060547304,764.079991785919,296.47663403242,1999.37979629861,943.118863015911,5236.28635720624,5244.41827206453,1285.14557989646,1601.47150298836,1173.23945653572,3985.68614061091,3719.14048453836,1197.03641989208,4406.17910810148,3949.18347663347,1349.64985726046,1726.00265671416,437.769189121325,1484.81099350068,1541.41752800792,1655.55863213008,697.664961439793,1425.83807992148,1553.56728609948,0,1006.05450886101,1224.51140943333,2343.19758643228,749.816380972122,4600.59403409432,1350.3156761433,392.725036744273,3368.39284804219,617.185983807809,1235.78839638297,733.756948089181
"Saguar",3885.41760210235,8215.30619219902,718.369045410033,1455.36672325215,769.510327541926,3043.23692142122,745.162483796407,609.804696524435,662.154854139817,662.928674974529,571.312508521246,854.641353643316,2772.55718149656,1564.40858346476,2755.27780001212,731.028308166758,4436.69979425397,2825.92461743962,2977.03654085966,4811.99272685293,1969.96620232558,1861.05663516865,3531.18262246904,448.847304332058,1274.51798614667,822.034886275815,759.428057314867,2513.42895935315,532.701382909775,4691.80494584191,4666.41192490948,1640.83645663357,2550.41144062264,532.572697399134,4412.69763482985,4204.43635729973,894.446590447681,5020.2502678379,4442.5124314674,1344.17356944761,2294.03977206497,577.029001814792,1883.06223850227,2034.93211561352,2061.25934890347,319.830367459633,1086.1845084327,1565.44258904802,1006.05450886101,0,883.528657165586,2986.51367180546,1741.04350476315,4820.00782916468,2332.35359266285,1398.6195335035,3926.26848178946,1370.91854603381,1027.5250316954,606.839199652965
"Sequoi",4304.37044889366,7825.01386099652,842.372000959344,1597.2626054295,1646.50741606626,3844.75863672278,997.137987487594,592.111431593935,799.765850432489,693.850589090573,1391.79361353132,276.806887336249,3445.76612683432,779.881998251252,3242.63207307164,168.315224197263,3687.23862708338,3651.59935321519,3786.29893198255,4103.65699335441,2519.89088242774,1426.04435070736,2794.78894252158,589.159184603565,1051.9268578564,478.739157080077,1178.90722258509,3150.48350615863,1366.33099991468,4026.21900738205,4027.44465510415,2329.13119691287,2778.56809920216,387.277265390482,3599.40967062851,3420.45206577871,42.6742657499472,4292.22767276529,3657.8710457825,513.854711870399,2894.19524513907,912.694430155675,1184.98279853662,1378.41513025975,1341.51713464646,818.683617665529,222.377507970425,710.659547993202,1224.51140943333,883.528657165586,0,3546.18353450143,1719.87918847112,5620.65032991191,2491.29060346458,1517.36152492963,3188.06218375886,1140.49012446933,171.607324391576,511.135893730441
"Shenandoa",1064.45559035672,11185.2131905782,2706.17812547623,2100.27451359618,2512.22553683345,1437.49007592856,2549.20803917238,2954.45743550735,2746.48434711319,2853.1463046294,2464.66481475451,3693.49869410458,570.565141105027,3685.89594016918,406.706201692623,3391.61228147082,5391.5839333582,1599.25016275765,1484.81405409872,5482.93514057505,1031.03633392218,3059.11563705535,4674.81094173142,2991.71686514605,2766.63875264166,3104.7703828421,2374.30741599789,558.461647118748,2513.06363669447,7572.0971027965,7572.60688323082,1388.2739870398,1344.77088707238,3395.62328053248,5716.44034364654,5387.96630199901,3523.76279511107,5737.81568861706,5576.05083873692,3681.04008697566,698.07067759855,2644.84470176524,3624.97990232718,3585.1845107121,3754.81077724079,2817.23467608564,3757.83833612956,3870.11349330252,2343.19758643228,2986.51367180546,3546.18353450143,0,2245.72662557253,2599.22480892831,1609.59574521515,2176.30537461761,4960.45353772538,2745.78127691288,3575.73197137041,3036.21780946046
"Theodore Roosevel",2738.50430282839,9510.30346373985,1047.32179471624,365.517665337845,1967.00953089677,3137.87497231793,996.032188493812,1266.66247498191,1109.02833790664,1160.87543606007,1645.37142195116,1968.30935283519,2404.00221466883,1534.00313234335,1857.90471521521,1627.17030545323,3397.04706398085,3078.77732820883,3119.67054709643,3626.83469945113,1423.07570873265,814.111995833041,2565.5304312401,1410.20555860041,678.845985560126,1251.2273929746,1040.21630965449,2076.34458163344,1675.31715238444,5544.36489850321,5577.82178023876,1635.68200609125,1127.08855504551,1800.6004415307,3605.36102410396,3303.47512131211,1681.83057690019,3871.18330996897,3518.6508137744,1618.25040571797,1794.29642806211,1164.01561932862,1391.04969879711,1339.53504101962,1511.29787247096,1423.55104949545,1870.99925554592,1754.62768077771,749.816380972122,1741.04350476315,1719.87918847112,2245.72662557253,0,4744.52103924801,810.156365436854,377.873307475136,2909.17388276688,607.921903372734,1660.9250072258,1333.338630505
"Virgin Island",2903.45485208369,12159.4549226,4871.90449577687,4512.63232091846,4086.84771391487,1778.36909527291,4713.27616510411,5067.33007360283,4889.35094428842,4995.0672117478,4254.77630175692,5666.59347884121,2340.84615207533,6001.12412620745,3003.34024210714,5452.35592130269,7990.71253264915,2002.87573816858,1842.97993500374,8073.07012775222,3336.2538751696,5546.91928380662,7257.71260456766,5032.82195342406,5129.85566064244,5279.75235098869,4501.06290983093,2669.01566715705,4289.34670528005,9453.89484436117,9402.08837656682,3327.11547509104,3943.99324709956,5340.12160477288,8303.07104626241,7979.12847934557,5613.33760271391,8327.64079305991,8171.66149093452,5916.26973003722,2952.46495036115,4738.96363789462,6048.19987034559,6051.57055789409,6201.66920458839,4802.67026997624,5842.60427113783,6134.76782179693,4600.59403409432,4820.00782916468,5620.65032991191,2599.22480892831,4744.52103924801,0,4200.02637346254,4575.00863408407,7555.0006850673,5138.38053600681,5709.47131796289,5137.25796780401
"Voyageur",1942.36796176427,10307.8031817248,1727.51242799337,910.801174811585,2313.70871788241,2770.8542596718,1624.43530095431,1977.3985969195,1787.38977627565,1864.88517613855,2056.91607734486,2722.27716591743,1919.38261647324,2341.38437705554,1202.91569707046,2380.15731399277,3797.52544724822,2790.70337337,2776.39679113905,3926.75769307402,1117.72652549386,1551.54775805533,3065.21880951594,2094.73639661588,1478.92262469194,2013.39937348308,1573.18926493075,1617.68255386348,2099.22156635039,6353.48422584756,6387.87252741147,1553.85471236958,324.269124698605,2512.72468500165,4107.24900222384,3780.13712936032,2455.84823198904,4180.77024491986,3971.7278934048,2427.17299445193,1372.905798324,1785.00982808177,2162.71847992773,2076.8103824185,2260.13993813684,2039.98762397043,2658.51940437842,2564.2722312296,1350.3156761433,2332.35359266285,2491.29060346458,1609.59574521515,810.156365436854,4200.02637346254,0,985.342495141477,3354.97458277952,1415.39232000567,2449.96794809003,2053.69134914903
"Wind Cav",2810.11068759174,9342.32930482642,745.543746457242,81.5395495667331,1589.19919112224,2906.13161307607,659.569457669593,992.287966158938,806.417690927426,880.013100023149,1268.132416164,1739.61401366761,2243.95156613005,1510.45370510062,1818.37918376443,1398.4701237103,3690.54263547339,2817.76167691091,2878.75947948954,3948.75026484383,1241.97955971,997.343864370324,2831.37253585098,1114.56755491854,590.625017707255,1038.82874615054,670.797248537087,1917.0412681658,1298.79880873152,5466.42303656481,5486.3980119229,1349.48638364188,1261.80828818622,1528.58309158357,3856.36090865035,3568.86227219034,1483.99154115308,4188.74523758411,3791.41952830612,1528.47957642505,1633.34714273565,826.956476123192,1477.07534824697,1478.86293212647,1626.78852666127,1088.0916215063,1697.31679490499,1702.72078378795,392.725036744273,1398.6195335035,1517.36152492963,2176.30537461761,377.873307475136,4575.00863408407,985.342495141477,0,3191.84458740817,573.577686407221,1493.12009495858,1068.34909861657
"Wrangell–St. Elias",5008.47112794161,8721.00393131959,3340.46322754413,3226.53456849675,4537.67641000966,6038.68057350417,3435.81326485185,3331.8509802795,3369.85436644994,3314.81195251609,4198.66302171888,3410.17456255339,5250.64947402938,2409.26376413904,4554.31319239876,3275.96143228033,512.891451792342,5987.9490440818,6024.75312039943,928.926813312238,4314.89879260399,2223.06825298797,395.513753159511,3480.99008047012,2816.47716213724,3105.13983453125,3618.32971937324,4932.20280961278,4203.39548131213,4608.52660193116,4737.20933490051,4535.5455342632,3619.66427151215,3558.20611000107,780.510506893528,437.502988840452,3155.21333084135,1104.18353637017,617.424736149892,2675.82020251864,4661.00624540918,3532.07062178829,2044.0257360279,1896.91580004654,1868.21244113571,3678.62467877448,3097.08467926773,2508.56766888585,3368.39284804219,3926.26848178946,3188.06218375886,4960.45353772538,2909.17388276688,7555.0006850673,3354.97458277952,3191.84458740817,0,2753.34421485699,3016.49519340421,3321.30795818792
"Yellowston",3326.42912830399,8903.25268137843,662.049317845537,646.422547713001,1819.96538563674,3445.55264004673,708.58810364366,793.329435419986,712.386441473931,712.992680531061,1476.77859202175,1403.10248875446,2813.7230481369,951.14461999659,2380.09454665537,1071.31710247834,3262.9404266434,3336.06126701859,3412.28520212671,3572.04303951128,1811.95672607334,538.042913314176,2374.41803183351,958.419971149568,99.6037010907254,699.37137126868,869.915668533228,2487.76943317966,1490.28881285433,4946.82791801759,4976.48063157585,1865.30954488623,1727.37457689405,1286.82330372797,3369.87393644105,3101.95584911656,1100.23070889824,3800.31621691316,3332.0802498755,1011.89001641987,2204.66290709456,841.158599698833,909.85497036689,936.144207382989,1067.94856386969,1059.91498497358,1274.06452780385,1159.44296871738,617.185983807809,1370.91854603381,1140.49012446933,2745.78127691288,607.921903372734,5138.38053600681,1415.39232000567,573.577686407221,2753.34421485699,0,1064.07065312507,838.514887760215
"Yosemite",4298.29525681253,7858.02133280827,873.815761269319,1574.33221569931,1780.17781616663,3937.79768637709,1034.39931418177,646.022878322119,841.0134886292,732.399448367214,1508.96160189218,423.919660407434,3503.3132813897,608.774036684464,3258.40631128466,296.609908956749,3515.65127561896,3754.00414910211,3882.23502846082,3932.44804074886,2556.91321390216,1296.97060826129,2623.29797039321,684.168296476704,983.179981775069,471.724235915181,1231.33444225144,3201.04635034764,1487.23936928049,4000.50047502802,4009.87031669776,2399.81603715418,2746.54080780712,553.78368342472,3430.84225996844,3249.67828858887,141.980221438395,4120.66710669536,3487.19504749814,342.59450526836,2938.24175595106,975.59929524482,1018.83197463385,1215.41190755008,1172.44312673524,923.082782160487,210.209398835722,545.703432210205,1235.78839638297,1027.5250316954,171.607324391576,3575.73197137041,1660.9250072258,5709.47131796289,2449.96794809003,1493.12009495858,3016.49519340421,1064.07065312507,0,572.760461886835
"Zio",3813.37595650688,8296.07396615179,341.892399858293,1143.90687004681,1275.51060262246,3367.02591340779,489.217717817463,82.6220419961546,292.528454680974,193.461147009044,971.71964950641,682.376745507583,2937.95298652317,992.631211369788,2737.92836945969,356.512825638206,3832.40121350288,3188.15408564284,3312.64446220608,4205.1574535478,2009.01799202873,1279.89488002009,2926.54991171539,159.844802824615,738.957361982816,216.28622345991,668.118253276226,2640.44714356068,958.007304317317,4536.86223476194,4536.54407585196,1828.19775660304,2323.40962453585,467.324233867861,3824.06103419916,3606.69043138458,492.308172202545,4413.85861703458,3844.47408283326,814.421527107793,2383.16050149425,404.793762192021,1280.22068368533,1428.26287567657,1459.82535227956,384.336247601241,728.395635554906,1042.68148202499,733.756948089181,606.839199652965,511.135893730441,3036.21780946046,1333.338630505,5137.25796780401,2053.69134914903,1068.34909861657,3321.30795818792,838.514887760215,572.760461886835,0
